15666721000119100,20120112,true,900000000000012000
15666041000119100,20120112,true,900000000000012000
15666681000119100,20120112,true,900000000000012000
15666481000119100,20120112,true,900000000000012000
15666281000119100,20120112,true,900000000000012000
15666801000119100,20120112,true,900000000000012000
15666641000119100,20120112,true,900000000000012000
15666521000119100,20120112,true,900000000000012000
15666321000119100,20120112,true,900000000000012000
2391001,20120112,true,900000000000012000
86268005,20120112,true,900000000000012000
15741561000119100,20120112,true,900000000000012000
15714201000119100,20120112,true,900000000000012000
15741801000119100,20120112,true,900000000000012000
15713481000119100,20120112,true,900000000000012000
15713681000119100,20120112,true,900000000000012000
15713601000119100,20120112,true,900000000000012000
15713361000119100,20120112,true,900000000000012000
15713281000119100,20120112,true,900000000000012000
15714441000119100,20120112,true,900000000000012000
15714361000119100,20120112,true,900000000000012000
15714001000119100,20120112,true,900000000000012000
15714041000119100,20120112,true,900000000000012000
15714081000119100,20120112,true,900000000000012000
15713921000119100,20120112,true,900000000000012000
15714681000119100,20120112,true,900000000000012000
15715161000119100,20120112,true,900000000000012000
15714321000119100,20120112,true,900000000000012000
15715281000119100,20120112,true,900000000000012000
15744921000119100,20120112,true,900000000000012000
15703281000119100,20120112,true,900000000000012000
15713241000119100,20120112,true,900000000000012000
15713961000119100,20120112,true,900000000000012000
72791000119108,20120112,true,900000000000012000
15742121000119100,20120112,true,900000000000012000
15741841000119100,20120112,true,900000000000012000
15741641000119100,20120112,true,900000000000012000
15741601000119100,20120112,true,900000000000012000
15713881000119100,20120112,true,900000000000012000
15741681000119100,20120112,true,900000000000012000
15742161000119100,20120112,true,900000000000012000
15741361000119100,20120112,true,900000000000012000
15714561000119100,20120112,true,900000000000012000
15741521000119100,20120112,true,900000000000012000
15713521000119100,20120112,true,900000000000012000
15742201000119100,20120112,true,900000000000012000
449466007,20120112,true,900000000000012000
111270009,20120112,true,900000000000012000
15741881000119100,20120112,true,900000000000012000
300411000119102,20120112,true,900000000000012000
15741921000119100,20120112,true,900000000000012000
300331000119101,20120112,true,900000000000012000
300311000119106,20120112,true,900000000000012000
15713841000119100,20120112,true,900000000000012000
15741761000119100,20120112,true,900000000000012000
300341000119105,20120112,true,900000000000012000
15741321000119100,20120112,true,900000000000012000
15714601000119100,20120112,true,900000000000012000
300351000119107,20120112,true,900000000000012000
301711000119104,20120112,true,900000000000012000
300361000119109,20120112,true,900000000000012000
72082009,20120112,true,900000000000012000
18283000,20120112,true,900000000000012000
15741961000119100,20120112,true,900000000000012000
300421000119109,20120112,true,900000000000012000
15742001000119100,20120112,true,900000000000012000
300371000119103,20120112,true,900000000000012000
300321000119104,20120112,true,900000000000012000
15713801000119100,20120112,true,900000000000012000
15666241000119100,20120112,true,900000000000012000
15741721000119100,20120112,true,900000000000012000
300381000119100,20120112,true,900000000000012000
15741281000119100,20120112,true,900000000000012000
15714521000119100,20120112,true,900000000000012000
300391000119102,20120112,true,900000000000012000
